zip	primary_city	acceptable_cities	unacceptable_cities	state	county
14069	Glenwood			NY	Erie County
14070	Gowanda			NY	Erie County
14072	Grand Island			NY	Erie County
14075	Hamburg			NY	Erie County
14080	Holland			NY	Erie County
14081	Irving			NY	Chautauqua County
14082	Java Center			NY	Wyoming County
14083	Java Village			NY	Wyoming County
14085	Lake View		Lakeview	NY	Erie County
14086	Lancaster			NY	Erie County
14091	Lawtons			NY	Erie County
14092	Lewiston	Stela Niagara, Stella Niagara		NY	Niagara County
14094	Lockport		Pendleton	NY	Niagara County
14095	Lockport			NY	Niagara County
14098	Lyndonville			NY	Orleans County
14101	Machias			NY	Cattaraugus County
14102	Marilla			NY	Erie County
14103	Medina			NY	Orleans County
14105	Middleport		Royalton, Shelby	NY	Niagara County
14107	Model City			NY	Niagara County
14108	Newfane			NY	Niagara County
14109	Niagara University	Niagara Univ		NY	Niagara County
14110	North Boston		N Boston	NY	Erie County
14111	North Collins		N Collins	NY	Erie County
14112	North Evans		N Evans	NY	Erie County
14113	North Java		N Java	NY	Wyoming County
14120	North Tonawanda	N Tonawanda	No Tonawanda, Pendleton, Wheatfield	NY	Niagara County
14125	Oakfield		East Oakfield	NY	Genesee County
14126	Olcott			NY	Niagara County
14127	Orchard Park			NY	Erie County
14129	Perrysburg			NY	Cattaraugus County
14130	Pike			NY	Wyoming County
14131	Ransomville			NY	Niagara County
14132	Sanborn		Pendleton	NY	Niagara County
14133	Sandusky			NY	Cattaraugus County
14134	Sardinia			NY	Erie County
14135	Sheridan			NY	Chautauqua County
14136	Silver Creek			NY	Chautauqua County
14138	South Dayton		S Dayton	NY	Cattaraugus County
14139	South Wales		S Wales	NY	Erie County
14140	Spring Brook		Springbrook	NY	Erie County
14141	Springville			NY	Erie County
14143	Stafford			NY	Genesee County
14144	Stella Niagara	Stela Niagara		NY	Niagara County
14145	Strykersville		Sheldon	NY	Wyoming County
14150	Tonawanda			NY	Erie County
14151	Tonawanda			NY	Erie County
14166	Van Buren Point	Dunkirk, Van Buren Pt	Van Buren Bay	NY	Chautauqua County
14167	Varysburg			NY	Wyoming County
14168	Versailles			NY	Cattaraugus County
14169	Wales Center			NY	Erie County
14170	West Falls		W Falls	NY	Erie County
14171	West Valley		W Valley	NY	Cattaraugus County
14172	Wilson			NY	Niagara County
14173	Yorkshire			NY	Cattaraugus County
14174	Youngstown			NY	Niagara County
14201	Buffalo			NY	Erie County
14202	Buffalo			NY	Erie County
14203	Buffalo			NY	Erie County
14204	Buffalo			NY	Erie County
14205	Buffalo			NY	Erie County
14206	Buffalo	Cheektowaga, West Seneca		NY	Erie County
14207	Buffalo		Town Of Tonawanda	NY	Erie County
14208	Buffalo			NY	Erie County
14209	Buffalo			NY	Erie County
14210	Buffalo	West Seneca	W Seneca	NY	Erie County
14211	Buffalo		Cheektowaga	NY	Erie County
14212	Buffalo	Sloan	Cheektowaga	NY	Erie County
14213	Buffalo			NY	Erie County
14214	Buffalo		University Buffalo	NY	Erie County
14215	Buffalo	Cheektowaga, Snyder		NY	Erie County
14216	Buffalo			NY	Erie County
14217	Buffalo	Kenmore, Tn Of Tona, Tonawanda, Town Of Tonawanda		NY	Erie County
14218	Buffalo	Lackawanna, West Seneca	W Seneca	NY	Erie County
14219	Buffalo	Blasdell	Hamburg	NY	Erie County
14220	Buffalo		W Seneca, West Seneca	NY	Erie County
14221	Buffalo	Amherst, Williamsville	Clarence	NY	Erie County
14222	Buffalo			NY	Erie County
14223	Buffalo	Kenmore, Tn Of Tona, Tonawanda, Town Of Tonawanda	Hiler	NY	Erie County
14224	Buffalo	West Seneca		NY	Erie County
14225	Buffalo	Cheektowaga		NY	Erie County
14226	Buffalo	Amherst, Eggertsville, Snyder	Snyder Square	NY	Erie County
14227	Buffalo	Cheektowaga, S Cheek, South Cheektowaga	S Cheektowaga	NY	Erie County
14228	Buffalo	Amherst, W Amherst, West Amherst		NY	Erie County
14231	Buffalo	Williamsville	Bflo	NY	Erie County
14233	Buffalo		Jingo	NY	Erie County
14240	Buffalo			NY	Erie County
14241	Buffalo		Bflo, Buffalo Airport Retail, Usps Buffalo Amf	NY	Erie County
14260	Buffalo	Amherst	University At Buffalo, University Buffalo	NY	Erie County
14261	Buffalo	Amherst	University At Buffalo, University Buffalo	NY	Erie County
14263	Buffalo		Roswell Park Memorial Instit	NY	Erie County
14264	Buffalo		Nat Fuel Gas Co	NY	Erie County
14265	Buffalo		Ind Order Of Foresters	NY	Erie County
14267	Buffalo		M And T Bank	NY	Erie County
14269	Buffalo		Harlequin Books	NY	Erie County
14270	Buffalo		Hsbc Bank, Marine Midland	NY	Erie County
14272	Buffalo		Silhouette Books	NY	Erie County
14273	Buffalo		Bflo, Hsbc Atrium, Hsbc Bank	NY	Erie County
14276	Buffalo		Scoreball	NY	Erie County
14280	Buffalo		Firm Zip Codes	NY	Erie County
14301	Niagara Falls		N Falls	NY	Niagara County
14302	Niagara Falls		N Falls	NY	Niagara County
14303	Niagara Falls		N Falls	NY	Niagara County
14304	Niagara Falls		N Falls, Wheatfield	NY	Niagara County
14305	Niagara Falls		N Falls	NY	Niagara County
14410	Adams Basin			NY	Monroe County
14411	Albion	Eagle Harbor		NY	Orleans County
14413	Alton			NY	Wayne County
14414	Avon			NY	Livingston County
14415	Bellona			NY	Yates County
14416	Bergen			NY	Genesee County
14418	Branchport			NY	Yates County
14420	Brockport			NY	Monroe County
14422	Byron			NY	Genesee County
14423	Caledonia			NY	Livingston County
14424	Canandaigua			NY	Ontario County
14425	Farmington	Canandaigua		NY	Ontario County
14427	Castile			NY	Wyoming County
14428	Churchville	Clifton		NY	Monroe County
14429	Clarendon			NY	Orleans County
14430	Clarkson			NY	Monroe County
14432	Clifton Springs	Clifton Spgs		NY	Ontario County
14433	Clyde			NY	Wayne County
14435	Conesus			NY	Livingston County
14437	Dansville			NY	Livingston County
14441	Dresden			NY	Yates County
14443	East Bloomfield	E Bloomfield		NY	Ontario County
14445	East Rochester	E Rochester		NY	Monroe County
14449	East Williamson	E Williamson		NY	Wayne County
14450	Fairport			NY	Monroe County
14452	Fancher			NY	Orleans County
14453	Fishers			NY	Ontario County
14454	Geneseo			NY	Livingston County
14456	Geneva			NY	Ontario County
14461	Gorham			NY	Ontario County
14462	Groveland			NY	Livingston County
14463	Hall			NY	Ontario County
14464	Hamlin			NY	Monroe County
14466	Hemlock			NY	Ontario County
14467	Henrietta			NY	Monroe County
14468	Hilton			NY	Monroe County
14469	Bloomfield		E Bloomfield, East Bloomfield, Holcomb	NY	Ontario County
14470	Holley	Hulberton		NY	Orleans County
14471	Honeoye			NY	Ontario County
14472	Honeoye Falls			NY	Monroe County
14475	Ionia			NY	Ontario County
14476	Kendall			NY	Orleans County
14477	Kent			NY	Orleans County
14478	Keuka Park	Bluff Point		NY	Yates County
14479	Knowlesville			NY	Orleans County
14480	Lakeville			NY	Livingston County
14481	Leicester			NY	Livingston County
14482	Le Roy		Leroy	NY	Genesee County
14485	Lima			NY	Livingston County
14486	Linwood			NY	Livingston County
14487	Livonia			NY	Livingston County
14488	Livonia Center	Livonia Ctr		NY	Livingston County
14489	Lyons			NY	Wayne County
14502	Macedon			NY	Wayne County
14504	Manchester			NY	Ontario County
14505	Marion			NY	Wayne County
14506	Mendon			NY	Monroe County
14507	Middlesex			NY	Yates County
14508	Morton			NY	Orleans County
14510	Mount Morris	Tuscarora		NY	Livingston County
14511	Mumford			NY	Monroe County
14512	Naples			NY	Ontario County
14513	Newark	East Palmyra		NY	Wayne County
14514	North Chili			NY	Monroe County
14515	North Greece			NY	Monroe County
14516	North Rose			NY	Wayne County
14517	Nunda			NY	Livingston County
14518	Oaks Corners			NY	Ontario County
14519	Ontario			NY	Wayne County
14520	Ontario Center	Ontario Ctr		NY	Wayne County
14521	Ovid	Hayt Corners		NY	Seneca County
14522	Palmyra			NY	Wayne County
14525	Pavilion			NY	Genesee County
14526	Penfield			NY	Monroe County
14527	Penn Yan			NY	Yates County
14529	Perkinsville			NY	Steuben County
14530	Perry			NY	Wyoming County
14532	Phelps		West Junius	NY	Ontario County
14533	Piffard	Wadsworth		NY	Livingston County
14534	Pittsford			NY	Monroe County
14536	Portageville	Rossburg		NY	Wyoming County
14537	Port Gibson			NY	Ontario County
14538	Pultneyville			NY	Wayne County
14539	Retsof			NY	Livingston County
14541	Romulus	Mac Dougall		NY	Seneca County
14542	Rose			NY	Wayne County
14543	Rush	Industry, West Rush		NY	Monroe County
14544	Rushville			NY	Yates County
14545	Scottsburg	Groveland		NY	Livingston County
14546	Scottsville		Wheatland	NY	Monroe County
14547	Seneca Castle			NY	Ontario County
14548	Shortsville			NY	Ontario County
14549	Silver Lake			NY	Wyoming County
14550	Silver Springs	Rock Glen, Silver Spgs		NY	Wyoming County
14551	Sodus	Sodus Center		NY	Wayne County
14555	Sodus Point			NY	Wayne County
14556	Sonyea			NY	Livingston County
14557	South Byron			NY	Genesee County
14558	South Lima			NY	Livingston County
14559	Spencerport		Ogden	NY	Monroe County
14560	Springwater	Webster Crossing, Webster Crsng		NY	Livingston County
14561	Stanley			NY	Ontario County
14563	Union Hill			NY	Wayne County
14564	Victor			NY	Ontario County
14568	Walworth			NY	Wayne County
14569	Warsaw			NY	Wyoming County
14571	Waterport			NY	Orleans County
14572	Wayland			NY	Steuben County
14580	Webster			NY	Monroe County
14585	West Bloomfield	W Bloomfield		NY	Ontario County
14586	West Henrietta	W Henrietta		NY	Monroe County
14588	Willard			NY	Seneca County
14589	Williamson			NY	Wayne County
14590	Wolcott			NY	Wayne County
14591	Wyoming			NY	Wyoming County
14592	York			NY	Livingston County
14602	Rochester			NY	Monroe County
14603	Rochester			NY	Monroe County
14604	Rochester			NY	Monroe County
14605	Rochester			NY	Monroe County
14606	Rochester	Gates		NY	Monroe County
14607	Rochester			NY	Monroe County
14608	Rochester			NY	Monroe County
14609	Rochester	Irondequoit		NY	Monroe County
14610	Rochester	Brighton		NY	Monroe County
14611	Rochester			NY	Monroe County
14612	Rochester	Greece		NY	Monroe County
14613	Rochester			NY	Monroe County
14614	Rochester			NY	Monroe County
14615	Rochester	Greece		NY	Monroe County
14616	Rochester	Greece		NY	Monroe County
14617	Rochester	Irondequoit		NY	Monroe County
14618	Rochester	Loehmanns Plaza, Loehmanns Plz		NY	Monroe County
14619	Rochester			NY	Monroe County
14620	Rochester	Brighton		NY	Monroe County
14621	Rochester		Irondequoit	NY	Monroe County
14622	Rochester	Irondequoit		NY	Monroe County
14623	Rochester			NY	Monroe County
14624	Rochester	Gates, Westgate		NY	Monroe County
14625	Rochester	Panorama		NY	Monroe County
14626	Rochester	Greece, Ridgemont		NY	Monroe County
14627	Rochester			NY	Monroe County
14638	Rochester		Bank Of America	NY	Monroe County
14639	Rochester		Hsbc	NY	Monroe County
14642	Rochester		Strong Memorial Hospital	NY	Monroe County
14643	Rochester		Jp Morgan Bank	NY	Monroe County
14644	Rochester		Xerox	NY	Monroe County
14645	Rochester		'Mccurdy''s'	NY	Monroe County
14646	Rochester		Frontier	NY	Monroe County
14647	Rochester		Excellus Bcbs	NY	Monroe County
14649	Rochester		Roch Gas & Elec Corp	NY	Monroe County
14650	Rochester		Kodak Office	NY	Monroe County
14651	Rochester		Eastman Kodak	NY	Monroe County
14652	Rochester		Kodak Park	NY	Monroe County
14653	Rochester		Kodak Apparatus Division	NY	Monroe County
14664	Rochester		Xerox Corp	NY	Monroe County
14673	Rochester		Chase Lincoln	NY	Monroe County
14683	Rochester		Chase Lincoln	NY	Monroe County
14692	Rochester			NY	Monroe County
14694	Rochester		West Group	NY	Monroe County
14701	Jamestown	West Ellicott		NY	Chautauqua County
14702	Jamestown			NY	Chautauqua County
14706	Allegany			NY	Cattaraugus County
14707	Allentown			NY	Allegany County
14708	Alma			NY	Allegany County
14709	Angelica			NY	Allegany County
14710	Ashville			NY	Chautauqua County
14711	Belfast			NY	Allegany County
14712	Bemus Point			NY	Chautauqua County
14714	Black Creek			NY	Allegany County
14715	Bolivar		Alma, South Bolivar	NY	Allegany County
14716	Brocton			NY	Chautauqua County
14717	Caneadea			NY	Allegany County
14718	Cassadaga			NY	Chautauqua County
14719	Cattaraugus			NY	Cattaraugus County
14720	Celoron			NY	Chautauqua County
14721	Ceres			NY	Allegany County
14722	Chautauqua			NY	Chautauqua County
14723	Cherry Creek			NY	Chautauqua County
14724	Clymer			NY	Chautauqua County
14726	Conewango Valley	Conewango Vly		NY	Cattaraugus County
14727	Cuba			NY	Allegany County
14728	Dewittville			NY	Chautauqua County
14729	East Otto			NY	Cattaraugus County
14730	East Randolph			NY	Cattaraugus County
14731	Ellicottville			NY	Cattaraugus County
14732	Ellington			NY	Chautauqua County
14733	Falconer			NY	Chautauqua County
14735	Fillmore			NY	Allegany County
14736	Findley Lake			NY	Chautauqua County
14737	Franklinville			NY	Cattaraugus County
14738	Frewsburg			NY	Chautauqua County
14739	Friendship			NY	Allegany County
14740	Gerry			NY	Chautauqua County
14741	Great Valley		Humphrey	NY	Cattaraugus County
14742	Greenhurst			NY	Chautauqua County
14743	Hinsdale	Ischua		NY	Cattaraugus County
14744	Houghton			NY	Allegany County
14745	Hume			NY	Allegany County
14747	Kennedy			NY	Chautauqua County
14748	Kill Buck		Killbuck	NY	Cattaraugus County
14750	Lakewood			NY	Chautauqua County
14751	Leon		Conewango Valley	NY	Cattaraugus County
14752	Lily Dale			NY	Chautauqua County
14753	Limestone			NY	Cattaraugus County
14754	Little Genesee	Little Genese		NY	Allegany County
14755	Little Valley			NY	Cattaraugus County
14756	Maple Springs		Dewittville	NY	Chautauqua County
14757	Mayville			NY	Chautauqua County
14758	Niobe			NY	Chautauqua County
14760	Olean	Knapp Creek		NY	Cattaraugus County
14766	Otto			NY	Cattaraugus County
14767	Panama			NY	Chautauqua County
14769	Portland			NY	Chautauqua County
14770	Portville			NY	Cattaraugus County
14772	Randolph			NY	Cattaraugus County
14774	Richburg			NY	Allegany County
14775	Ripley		Forsyth	NY	Chautauqua County
14777	Rushford			NY	Allegany County
14778	Saint Bonaventure	St Bonas	St Bonaventure	NY	Cattaraugus County
14779	Salamanca			NY	Cattaraugus County
14781	Sherman			NY	Chautauqua County
14782	Sinclairville			NY	Chautauqua County
14783	Steamburg			NY	Cattaraugus County
14784	Stockton			NY	Chautauqua County
14785	Stow			NY	Chautauqua County
14786	West Clarksville	W Clarksville		NY	Allegany County
14787	Westfield			NY	Chautauqua County
14788	Westons Mills		Weston Mills	NY	Cattaraugus County
14801	Addison			NY	Steuben County
14802	Alfred			NY	Allegany County
14803	Alfred Station	Alfred Sta		NY	Allegany County
14804	Almond			NY	Allegany County
14805	Alpine			NY	Schuyler County
14806	Andover			NY	Allegany County
14807	Arkport			NY	Steuben County
14808	Atlanta	N Cohocton, North Cohocton		NY	Steuben County
14809	Avoca	Wallace		NY	Steuben County
14810	Bath	Veterans Administration, Veterans Admn		NY	Steuben County
14812	Beaver Dams			NY	Schuyler County
14813	Belmont			NY	Allegany County
14814	Big Flats			NY	Chemung County
14815	Bradford			NY	Schuyler County
14816	Breesport			NY	Chemung County
14817	Brooktondale			NY	Tompkins County
14818	Burdett			NY	Schuyler County
14819	Cameron		Cameron Mills	NY	Steuben County
14820	Cameron Mills			NY	Steuben County
14821	Campbell			NY	Steuben County
14822	Canaseraga			NY	Allegany County
14823	Canisteo			NY	Steuben County
14824	Cayuta			NY	Schuyler County
14825	Chemung			NY	Chemung County
14826	Cohocton			NY	Steuben County
14827	Coopers Plains	Coopers Plns		NY	Steuben County
14830	Corning	South Corning		NY	Steuben County
14831	Corning		Corning Inc	NY	Steuben County
14836	Dalton			NY	Livingston County
14837	Dundee			NY	Yates County
14838	Erin			NY	Chemung County
14839	Greenwood			NY	Steuben County
14840	Hammondsport			NY	Steuben County
14841	Hector	Valois		NY	Schuyler County
14842	Himrod			NY	Yates County
14843	Hornell	North Hornell		NY	Steuben County
14845	Horseheads			NY	Chemung County
14846	Hunt			NY	Livingston County
14847	Interlaken			NY	Seneca County
14850	Ithaca	Ithaca Coll, Ithaca College		NY	Tompkins County
14851	Ithaca			NY	Tompkins County
14852	Ithaca			NY	Tompkins County
14853	Ithaca			NY	Tompkins County
14854	Jacksonville			NY	Tompkins County
14855	Jasper			NY	Steuben County
14856	Kanona			NY	Steuben County
14857	Lakemont			NY	Yates County
14858	Lindley			NY	Steuben County
14859	Lockwood			NY	Tioga County
14860	Lodi			NY	Seneca County
14861	Lowman			NY	Chemung County
14863	Mecklenburg			NY	Schuyler County
14864	Millport			NY	Chemung County
14865	Montour Falls			NY	Schuyler County
14867	Newfield			NY	Tompkins County
14869	Odessa			NY	Schuyler County
14870	Painted Post			NY	Steuben County
14871	Pine City			NY	Chemung County
14872	Pine Valley			NY	Chemung County
14873	Prattsburgh			NY	Steuben County
14874	Pulteney			NY	Steuben County
14876	Reading Center	Reading Ctr		NY	Schuyler County
14877	Rexville			NY	Steuben County
14878	Rock Stream			NY	Schuyler County
14879	Savona			NY	Steuben County
14880	Scio			NY	Allegany County
14881	Slaterville Springs	Slatervle Spg		NY	Tompkins County
14882	Lansing	Ithaca		NY	Tompkins County
14883	Spencer	West Danby		NY	Tioga County
14884	Swain			NY	Allegany County
14885	Troupsburg			NY	Steuben County
14886	Trumansburg			NY	Tompkins County
14887	Tyrone			NY	Schuyler County
14889	Van Etten			NY	Chemung County
14891	Watkins Glen			NY	Schuyler County
14892	Waverly			NY	Tioga County
14893	Wayne			NY	Steuben County
14894	Wellsburg			NY	Chemung County
14895	Wellsville			NY	Allegany County
14897	Whitesville			NY	Allegany County
14898	Woodhull			NY	Steuben County
14901	Elmira			NY	Chemung County
14902	Elmira			NY	Chemung County
14903	Elmira	Elmira Heights, Elmira Hgts, Elmira Hts		NY	Chemung County
14904	Elmira			NY	Chemung County
14905	Elmira			NY	Chemung County
14925	Elmira			NY	Chemung County
15001	Aliquippa	Macarthur, W Aliquippa, West Aliquippa	Aliq, Mac Arthur	PA	Beaver County
15003	Ambridge	Fair Oaks		PA	Beaver County
15004	Atlasburg			PA	Washington County
15005	Baden			PA	Beaver County
15006	Bairdford			PA	Allegheny County
15007	Bakerstown			PA	Allegheny County
15009	Beaver	Vanport, W Bridgewater, West Bridgewater		PA	Beaver County
15010	Beaver Falls	Patterson Heights, Patterson Hts, Racine		PA	Beaver County
15012	Belle Vernon	Belle Vrn Br, N Bell Vernon, N Belle Vernon, N Belle Vrn, North Belle Vernon		PA	Westmoreland County
15014	Brackenridge			PA	Allegheny County
15015	Bradfordwoods			PA	Allegheny County
15017	Bridgeville			PA	Allegheny County
15018	Buena Vista			PA	Allegheny County
15019	Bulger			PA	Washington County
15020	Bunola			PA	Allegheny County
15021	Burgettstown	Eldersville, Paris	Burgettstn	PA	Washington County
15022	Charleroi	N Charleroi, North Charleroi		PA	Washington County
15024	Cheswick			PA	Allegheny County
15025	Clairton	Floreffe, Jefferson Hills, Jefferson Hls, Large		PA	Allegheny County
15026	Clinton			PA	Beaver County
15027	Conway			PA	Beaver County
15028	Coulters			PA	Allegheny County
15030	Creighton			PA	Allegheny County
15031	Cuddy			PA	Allegheny County
15032	Curtisville			PA	Allegheny County
15033	Donora			PA	Washington County
15034	Dravosburg			PA	Allegheny County
15035	East Mc Keesport	E Mckeesport	E Mc Keesport, East Mckeesport	PA	Allegheny County
15037	Elizabeth			PA	Allegheny County
15038	Elrama			PA	Washington County
15042	Freedom			PA	Beaver County
15043	Georgetown			PA	Beaver County
15044	Gibsonia			PA	Allegheny County
15045	Glassport			PA	Allegheny County
15046	Crescent	Glenwillard		PA	Allegheny County
15047	Greenock			PA	Allegheny County
15049	Harwick			PA	Allegheny County
15050	Hookstown			PA	Beaver County
15051	Indianola			PA	Allegheny County
15052	Industry			PA	Beaver County
15053	Joffre			PA	Washington County
15054	Langeloth			PA	Washington County
15055	Lawrence			PA	Washington County
15056	Leetsdale			PA	Allegheny County
15057	Mc Donald		Mcdonald	PA	Washington County
15059	Midland			PA	Beaver County
15060	Midway			PA	Washington County
15061	Monaca			PA	Beaver County
15062	Monessen			PA	Westmoreland County
15063	Monongahela			PA	Washington County
15064	Morgan			PA	Allegheny County
15065	Natrona Heights	Natrona Hts		PA	Allegheny County
15066	New Brighton			PA	Beaver County
15067	New Eagle		Courtney	PA	Washington County
15068	New Kensington	Arnold, Barking, Lower Burrell, New Kensingtn, Parnassus		PA	Westmoreland County
15069	New Kensington	New Kensingtn	Alcoa Center	PA	Westmoreland County
15071	Oakdale	Noblestown		PA	Allegheny County
15072	Pricedale			PA	Westmoreland County
15074	Rochester			PA	Beaver County
15075	Rural Ridge			PA	Allegheny County
15076	Russellton			PA	Allegheny County
15077	Shippingport			PA	Beaver County
15078	Slovan			PA	Washington County
15081	South Heights			PA	Beaver County
15082	Sturgeon			PA	Allegheny County
15083	Sutersville			PA	Westmoreland County
15084	Tarentum			PA	Allegheny County
15085	Trafford			PA	Westmoreland County
15086	Warrendale			PA	Allegheny County
15087	Webster			PA	Westmoreland County
15088	West Elizabeth	W Elizabeth		PA	Allegheny County
15089	West Newton			PA	Westmoreland County
15090	Wexford			PA	Allegheny County
15091	Wildwood			PA	Allegheny County
15095	Warrendale	Bulk Mail Ctr		PA	Allegheny County
15096	Warrendale		Soc Auto Engineers, Wexford	PA	Allegheny County
15101	Allison Park			PA	Allegheny County
15102	Bethel Park			PA	Allegheny County
15104	Braddock	Rankin		PA	Allegheny County
15106	Carnegie	Heidelberg	Collier Township, Collier Twp, Rennerdale	PA	Allegheny County
15108	Coraopolis	Moon Township, Moon Twp	Carpolis, Coropolis	PA	Allegheny County
15110	Duquesne			PA	Allegheny County
15112	East Pittsburgh	E Pittsburgh	East Pgh	PA	Allegheny County
15116	Glenshaw			PA	Allegheny County
15120	Homestead	Munhall, W Homestead, West Homestead, Whitaker		PA	Allegheny County
15122	West Mifflin	Pittsburgh	W Mifflin/pleasant Hills	PA	Allegheny County
15123	West Mifflin		Pittsburgh, W Mifflin/pleasant Hills, West Mifflin Century Mall	PA	Allegheny County
15126	Imperial			PA	Allegheny County
15127	Ingomar			PA	Allegheny County
15129	South Park	Library		PA	Allegheny County
15131	Mckeesport	White Oak		PA	Allegheny County
15132	Mckeesport			PA	Allegheny County
15133	Mckeesport		Port Vue	PA	Allegheny County
15134	Mckeesport			PA	Allegheny County
15135	Mckeesport	Boston		PA	Allegheny County
15136	Mc Kees Rocks		Mckees Rocks	PA	Allegheny County
15137	North Versailles	N Versailles		PA	Allegheny County
15139	Oakmont			PA	Allegheny County
15140	Pitcairn	Monroeville		PA	Allegheny County
15142	Presto			PA	Allegheny County
15143	Sewickley	Edgeworth		PA	Allegheny County
15144	Springdale			PA	Allegheny County
15145	Turtle Creek			PA	Allegheny County
15146	Monroeville			PA	Allegheny County
15147	Verona			PA	Allegheny County
15148	Wilmerding	Wall		PA	Allegheny County
15201	Pittsburgh	Arsenal	Pgh, Pitt, Pitts	PA	Allegheny County
15202	Pittsburgh	Avalon, Bellevue, Bellvue, Ben Avon, Emsworth	Ben Avon Heights, Pgh, Pitt	PA	Allegheny County
15203	Pittsburgh	Carson	Pgh, Pitt	PA	Allegheny County
15204	Pittsburgh	Corliss	Pgh, Pitt	PA	Allegheny County
15205	Pittsburgh	Crafton	Ingram, Pgh, Pitt	PA	Allegheny County
15206	Pittsburgh	East Liberty		PA	Allegheny County
15207	Pittsburgh	Hazelwood		PA	Allegheny County
15208	Pittsburgh	Homewood	Pgh, Pitt	PA	Allegheny County
15209	Pittsburgh	Millvale	Pgh, Pitt	PA	Allegheny County
15210	Pittsburgh	Mount Oliver, Mt Oliver	Pgh, Pitt	PA	Allegheny County
15211	Pittsburgh	Mount Washington, Mt Washington	Pgh, Pitt	PA	Allegheny County
15212	Pittsburgh	Allegheny	Pgh, Pitt	PA	Allegheny County
15213	Pittsburgh	Oakland		PA	Allegheny County
15214	Pittsburgh	Observatory	Pgh, Pitt	PA	Allegheny County
15215	Pittsburgh	Aspinwall, Sharpsburg	Pgh, Pitt	PA	Allegheny County
15216	Pittsburgh	South Hills	Beechview, Dormont, Pgh, Pitt	PA	Allegheny County
15217	Pittsburgh	Squirrel Hill		PA	Allegheny County
15218	Pittsburgh	Swissvale	Pgh, Pitt	PA	Allegheny County
15219	Pittsburgh			PA	Allegheny County
15220	Pittsburgh	Wabash	Pgh, Pitt, Rook	PA	Allegheny County
15221	Pittsburgh	Wilkinsburg	Braddock Hills, Churchill, Forest Hills, Pgh, Pitt	PA	Allegheny County
15222	Pittsburgh		Pgh, Pitt	PA	Allegheny County
15223	Pittsburgh	Etna	Pgh, Pitt	PA	Allegheny County
15224	Pittsburgh	Bloomfield	Pgh, Pitt	PA	Allegheny County
15225	Pittsburgh	Neville Is, Neville Island	Pgh, Pitt	PA	Allegheny County
15226	Pittsburgh	Brookline	Pgh, Pitt	PA	Allegheny County
15227	Pittsburgh	Brentwood	Pgh, Pitt	PA	Allegheny County
15228	Pittsburgh	Mount Lebanon, Mt Lebanon	Pgh, Pitt	PA	Allegheny County
15229	Pittsburgh	West View	Pgh, Pitt	PA	Allegheny County
15230	Pittsburgh			PA	Allegheny County
15231	Pittsburgh	Pgh Int Arprt		PA	Allegheny County
15232	Pittsburgh	Shadyside	Pgh, Pitt	PA	Allegheny County
15233	Pittsburgh	Kilbuck	Pgh, Pitt	PA	Allegheny County
15234	Pittsburgh	Castle Shann, Castle Shannon	Baldwin, Baldwin Township, BRA# 52, Castl Shannon, Pgh, Pitt	PA	Allegheny County
15235	Pittsburgh	Penn Hills	Pgh, Pitt, Universal	PA	Allegheny County
15236	Pittsburgh	Pleasant Hills, Pleasant Hls, West Mifflin	Pgh, Pitt	PA	Allegheny County
15237	Pittsburgh	Mc Knight, Mcknight	Pgh, Pitt	PA	Allegheny County
15238	Pittsburgh	Blawnox	Fox Chapel, Pgh, Pitt	PA	Allegheny County
15239	Pittsburgh	Plum	Pgh, Pitt	PA	Allegheny County
15240	Pittsburgh		Pgh, Pitt, Veterans Hospital	PA	Allegheny County
15241	Pittsburgh	Upper Saint Clair, Upper St Clair, Uppr St Clair	South Hills Village	PA	Allegheny County
15242	Pittsburgh	Greentree		PA	Allegheny County
15243	Pittsburgh	Cedarhurst		PA	Allegheny County
15244	Pittsburgh	Montour		PA	Allegheny County
15250	Pittsburgh			PA	Allegheny County
15251	Pittsburgh			PA	Allegheny County
15252	Pittsburgh		Mellon Bank	PA	Allegheny County
15253	Pittsburgh		Mellon Bank	PA	Allegheny County
15254	Pittsburgh		Mellon Bank	PA	Allegheny County
15255	Pittsburgh		Bell Telephone Co	PA	Allegheny County
15257	Pittsburgh		Mellon Bank	PA	Allegheny County
15258	Pittsburgh		Mellon Bank	PA	Allegheny County
15259	Pittsburgh		Mellon Bank	PA	Allegheny County
15260	Pittsburgh		Univ Of Pittsburgh	PA	Allegheny County
15261	Pittsburgh		Univ Of Pittsburgh	PA	Allegheny County
15262	Pittsburgh		Mellon Bank 1	PA	Allegheny County
15263	Pittsburgh		Jones And Laughlin	PA	Allegheny County
15264	Pittsburgh			PA	Allegheny County
15265	Pittsburgh		Pnc Bank Pitts	PA	Allegheny County
15266	Pittsburgh		Duguesne Light Co	PA	
15267	Pittsburgh		Duguesne	PA	Allegheny County
15268	Pittsburgh		National City Bank	PA	Allegheny County
15270	Pittsburgh		Columbia Gas Of Pa	PA	Allegheny County
15272	Pittsburgh			PA	Allegheny County
15273	Pittsburgh			PA	
15274	Pittsburgh			PA	Allegheny County
15275	Pittsburgh			PA	Allegheny County
15276	Pittsburgh			PA	Allegheny County
15277	Pittsburgh		Eastern Area	PA	Allegheny County
15278	Pittsburgh		National City Bank	PA	Allegheny County
15279	Pittsburgh		Duquesne Light Co	PA	Allegheny County
15281	Pittsburgh		Macys Dept Store	PA	Allegheny County
